PPI_partner.Gene,PPI_partner.ORF,Ortholog.Species,State,PPI.NA,Ortholog.GeneA,Ortholog.GeneB,Ortholog.GeneAnc,PPI.Ortholog.GeneA,PPI.Ortholog.GeneB,PPI.Ortholog.Anc,PPI.A_div_B,PPI.Scer,PPI.Vehicle
YJL153C,INO1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,18644.5,17064.75,,1.0925738730423826,13396.0,1669.5
YJL153C,INO1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,390.0,18992.25,,0.02053469178217431,13396.0,1669.5
YJL153C,INO1,S.kudriavzevii,A,No,Skud_16.75,,,9513.75,,,9513.75,13396.0,1669.5
YJL153C,INO1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,22341.5,1.0,13396.0,1669.5
YJL153C,INO1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,15514.75,8429.0,,1.8406394590105588,13396.0,1669.5
YJL153C,INO1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4513.0,16807.25,,0.26851507533951124,13396.0,1669.5
YJL153C,INO1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,13109.75,1.0,13396.0,1669.5
YJL153C,INO1,S.mikatae,A,No,Smik_6.409,,,11363.75,,,11363.75,13396.0,1669.5
YJL153C,INO1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,1669.5,1669.5,1669.5,1.0,13396.0,1669.5
YJL153C,INO1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,17427.5,,,17427.5,13396.0,1669.5
YPL145C,KES1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,13314.5,3845.25,,3.462583707171185,6943.25,6346.25
YPL145C,KES1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,6346.25,6346.25,6346.25,1.0,6943.25,6346.25
YPL145C,KES1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,1868.0,3866.25,,0.483155512447462,6943.25,6346.25
YPL145C,KES1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5041.25,12475.0,,0.4041082164328657,6943.25,6346.25
YPL145C,KES1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4672.75,10607.75,,0.44050340552897643,6943.25,6346.25
YPL145C,KES1,S.mikatae,A,No,Smik_6.409,,,6195.5,,,6195.5,6943.25,6346.25
YPL145C,KES1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5572.5,2950.25,,1.8888229811032964,6943.25,6346.25
YPL145C,KES1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,1.0,10447.75,,9.571438826541599e-05,6943.25,6346.25
YPL145C,KES1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,18397.0,8665.75,,2.1229553125811385,6943.25,6346.25
YPL145C,KES1,S.kudriavzevii,A,No,Skud_16.75,,,3365.25,,,3365.25,6943.25,6346.25
YPL145C,KES1,C.glabrata,B,No,,CAGL0H03553g,,,4168.75,,0.000239880059970015,6943.25,6346.25
YPL145C,KES1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,17030.5,1.0,6943.25,6346.25
YPL145C,KES1,S.cerevisiae,A,No,YPL204W,,,6944.25,,,6944.25,6943.25,6346.25
YPL145C,KES1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,4643.0,,,4643.0,6943.25,6346.25
YPL145C,KES1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4805.75,1.0,6943.25,6346.25
YOR181W,LAS17,S.kudriavzevii,A,No,Skud_16.75,,,3757.0,,,3757.0,3493.75,250.5
YOR181W,LAS17,T.delbrueckii,Anc,No,,,TDEL0E05230,,,15917.25,1.0,3493.75,250.5
YOR181W,LAS17,S.bayanusvar.uvarum,A,No,Suva_16.102,,,5163.75,,,5163.75,3493.75,250.5
YOR181W,LAS17,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,250.5,250.5,250.5,1.0,3493.75,250.5
YOR181W,LAS17,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,25157.75,1927.75,,13.050317727921152,3493.75,250.5
YOR181W,LAS17,S.cerevisiae,A,No,YPL204W,,,3494.75,,,3494.75,3493.75,250.5
YOR181W,LAS17,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,10537.5,1386.5,,7.600072124053372,3493.75,250.5
YOR181W,LAS17,S.mikatae,A,No,Smik_6.409,,,6239.25,,,6239.25,3493.75,250.5
YOR181W,LAS17,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,328.5,10403.25,,0.031576670751928486,3493.75,250.5
YOR181W,LAS17,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,6688.0,11764.0,,0.5685141108466508,3493.75,250.5
YOR181W,LAS17,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,4589.25,1.0,,4589.25,3493.75,250.5
YOR181W,LAS17,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3459.75,10093.0,,0.34278708015456255,3493.75,250.5
YOR181W,LAS17,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,3588.5,1.0,3493.75,250.5
YOR181W,LAS17,N.castellii,AB,A,,NCAS0D03820,,,4287.75,,0.00023322255262083844,3493.75,250.5
YOR181W,LAS17,C.glabrata,B,A,,CAGL0H03553g,,,232.25,,0.004305705059203444,3493.75,250.5
YFR024C-A,LSB3,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,3190.25,1.0,4705.5,62.5
YFR024C-A,LSB3,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,766.0,2407.5,,0.3181723779854621,4705.5,62.5
YFR024C-A,LSB3,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,4021.0,8633.5,,0.46574390455782705,4705.5,62.5
YFR024C-A,LSB3,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,2409.0,3528.5,,0.6827263709791697,4705.5,62.5
YFR024C-A,LSB3,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,3532.25,2815.0,,1.2547957371225578,4705.5,62.5
YFR024C-A,LSB3,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,13322.25,3465.75,,3.843973165981389,4705.5,62.5
YFR024C-A,LSB3,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4039.75,2143.5,,1.884651271285281,4705.5,62.5
YFR024C-A,LSB3,S.mikatae,A,No,Smik_6.409,,,4280.5,,,4280.5,4705.5,62.5
YFR024C-A,LSB3,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,62.5,62.5,62.5,1.0,4705.5,62.5
YFR024C-A,LSB3,T.delbrueckii,Anc,No,,,TDEL0E05230,,,0.0,1.0,4705.5,62.5
YFR024C-A,LSB3,S.cerevisiae,A,No,YPL204W,,,4706.5,,,4706.5,4705.5,62.5
YFR024C-A,LSB3,C.glabrata,B,No,,CAGL0H03553g,,,4266.0,,0.00023441162681669012,4705.5,62.5
YFR024C-A,LSB3,S.kudriavzevii,A,No,Skud_16.75,,,1.0,,,1.0,4705.5,62.5
YFR024C-A,LSB3,T.phaffii,AB,B,TPHA0E02830,,,3338.25,,,3338.25,4705.5,62.5
YLR438C-A,LSM3,S.bayanusvar.uvarum,A,B,Suva_16.102,,,18913.0,,,18913.0,14718.5,5633.0
YLR438C-A,LSM3,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,2629.0,15651.25,,0.16797380400926443,14718.5,5633.0
YLR438C-A,LSM3,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4317.5,9098.75,,0.4745157301827174,14718.5,5633.0
YLR438C-A,LSM3,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,4648.5,4700.25,,0.9889899473432264,14718.5,5633.0
YLR438C-A,LSM3,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,9043.25,5349.75,,1.6904060937426983,14718.5,5633.0
YLR438C-A,LSM3,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5633.0,5633.0,5633.0,1.0,14718.5,5633.0
YLR438C-A,LSM3,C.glabrata,B,No,,CAGL0H03553g,,,2963.25,,0.00033746730785455157,14718.5,5633.0
YLR438C-A,LSM3,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5425.25,11795.25,,0.45995209936203135,14718.5,5633.0
YLR438C-A,LSM3,S.cerevisiae,A,No,YPL204W,,,14719.5,,,14719.5,14718.5,5633.0
YLR438C-A,LSM3,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6867.0,2795.5,,2.45644786263638,14718.5,5633.0
YLR438C-A,LSM3,S.kudriavzevii,A,No,Skud_16.75,,,9827.75,,,9827.75,14718.5,5633.0
YLR438C-A,LSM3,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,11258.5,10523.5,,1.069843683185252,14718.5,5633.0
YLR438C-A,LSM3,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,3342.75,1.0,14718.5,5633.0
YLR438C-A,LSM3,T.delbrueckii,Anc,No,,,TDEL0E05230,,,12994.5,1.0,14718.5,5633.0
YLR438C-A,LSM3,S.mikatae,A,No,Smik_6.409,,,11719.25,,,11719.25,14718.5,5633.0
YDR378C,LSM6,S.mikatae,A,No,Smik_6.409,,,13774.5,,,13774.5,11070.75,3856.75
YDR378C,LSM6,N.dairenensis,AB,A,,NDAI0I01070,,,9550.75,,0.00010470381907180065,11070.75,3856.75
YDR378C,LSM6,S.cerevisiae,A,A,YPL204W,,,11071.75,,,11071.75,11070.75,3856.75
YDR378C,LSM6,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,3856.75,3856.75,3856.75,1.0,11070.75,3856.75
YDR378C,LSM6,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,12873.5,8015.0,,1.6061759201497192,11070.75,3856.75
YDR378C,LSM6,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,3532.25,1.0,11070.75,3856.75
YDR378C,LSM6,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,25046.5,4049.75,,6.1847027594295945,11070.75,3856.75
YDR378C,LSM6,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,2656.75,24790.75,,0.10716698768693969,11070.75,3856.75
YDR378C,LSM6,T.delbrueckii,Anc,No,,,TDEL0E05230,,,22075.5,1.0,11070.75,3856.75
YDR378C,LSM6,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4322.75,20170.0,,0.21431581556767476,11070.75,3856.75
YDR378C,LSM6,N.castellii,AB,B,NCAS0A01090,,,4782.0,,,4782.0,11070.75,3856.75
YDR378C,LSM6,S.bayanusvar.uvarum,A,B,Suva_16.102,,,20534.5,,,20534.5,11070.75,3856.75
YDR378C,LSM6,V.polyspora,AB,B,Kpol_1002.53,,,10290.75,,,10290.75,11070.75,3856.75
YDR378C,LSM6,C.glabrata,B,B,,CAGL0H03553g,,,902.5,,0.00110803324099723,11070.75,3856.75
YDR378C,LSM6,S.kudriavzevii,A,B,Skud_16.75,,,10839.5,,,10839.5,11070.75,3856.75
YIR034C,LYS1,N.dairenensis,AB,A,,NDAI0I01070,,,3359.25,,0.00029768549527424274,NA,NA
YIR034C,LYS1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,785.0,8294.5,,0.09464102718668997,NA,NA
YIR034C,LYS1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,16810.0,794.0,,21.171284634760706,NA,NA
YIR034C,LYS1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,7338.25,1.0,NA,NA
YIR034C,LYS1,T.phaffii,AB,B,TPHA0E02830,,,3623.25,,,3623.25,NA,NA
YIR034C,LYS1,T.blattae,AB,A,,TBLA0B05310,,,3308.5,,0.0003022517757291824,NA,NA
YIR034C,LYS1,S.mikatae,A,A,Smik_6.409,,,1974.5,,,1974.5,NA,NA
YKR007W,MEH1,S.mikatae,A,A,Smik_6.409,,,6122.75,,,6122.75,2745.25,3407.0
YKR007W,MEH1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,11713.25,15932.0,,0.7352027366306804,2745.25,3407.0
YKR007W,MEH1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,6858.25,,,6858.25,2745.25,3407.0
YKR007W,MEH1,S.cerevisiae,A,No,YPL204W,,,2746.25,,,2746.25,2745.25,3407.0
YKR007W,MEH1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,13266.0,659.25,,20.12286689419795,2745.25,3407.0
YKR007W,MEH1,S.kudriavzevii,A,No,Skud_16.75,,,3561.25,,,3561.25,2745.25,3407.0
YKR007W,MEH1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,369.0,5456.25,,0.06762886597938145,2745.25,3407.0
YKR007W,MEH1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4585.5,9110.5,,0.5033203446572636,2745.25,3407.0
YKR007W,MEH1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,1698.25,8177.25,,0.2076798434681586,2745.25,3407.0
YKR007W,MEH1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6659.5,1.0,,6659.5,2745.25,3407.0
YKR007W,MEH1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,6198.75,1.0,2745.25,3407.0
YKR007W,MEH1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,13528.5,1.0,2745.25,3407.0
YKR007W,MEH1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,3407.0,3407.0,3407.0,1.0,2745.25,3407.0
YKR007W,MEH1,N.dairenensis,AB,A,,NDAI0I01070,,,9652.25,,0.00010360278691496802,2745.25,3407.0
YLR332W,MID2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4452.75,37895.5,,0.11750075866527689,8972.5,4430.0
YLR332W,MID2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,830.75,19025.25,,0.04366565485341848,8972.5,4430.0
YLR332W,MID2,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,4430.0,4430.0,4430.0,1.0,8972.5,4430.0
YLR332W,MID2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,11108.0,33169.0,,0.3348910126925744,8972.5,4430.0
YLR332W,MID2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,19244.25,1.0,8972.5,4430.0
YLR332W,MID2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,44409.5,36945.75,,1.2020191767659338,8972.5,4430.0
YLR332W,MID2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,42437.75,1629.5,,26.04341822644983,8972.5,4430.0
YLR332W,MID2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,41474.5,1.0,8972.5,4430.0
YLR332W,MID2,S.mikatae,A,No,Smik_6.409,,,14914.5,,,14914.5,8972.5,4430.0
YLR332W,MID2,C.glabrata,B,No,,CAGL0H03553g,,,5203.5,,0.00019217834150091285,8972.5,4430.0
YLR332W,MID2,S.kudriavzevii,A,No,Skud_16.75,,,13955.75,,,13955.75,8972.5,4430.0
YLR332W,MID2,S.bayanusvar.uvarum,A,No,Suva_16.102,,,26515.25,,,26515.25,8972.5,4430.0
YLR332W,MID2,S.cerevisiae,A,No,YPL204W,,,8973.5,,,8973.5,8972.5,4430.0
YLR332W,MID2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,20123.25,9156.25,,2.1977610921501705,8972.5,4430.0
YLR332W,MID2,N.dairenensis,AB,A,,NDAI0I01070,,,29007.25,,3.447414008566824e-05,8972.5,4430.0
YKR080W,MTD1,S.kudriavzevii,A,A,Skud_16.75,,,18303.75,,,18303.75,20063.75,NA
YKR080W,MTD1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,58610.0,24781.75,,2.3650468590797664,20063.75,NA
YKR080W,MTD1,S.cerevisiae,A,No,YPL204W,,,20064.75,,,20064.75,20063.75,NA
YKR080W,MTD1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,60585.25,36314.25,,1.6683602167193319,20063.75,NA
YKR080W,MTD1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,31470.75,15971.25,,1.9704625498943413,20063.75,NA
YKR080W,MTD1,S.mikatae,A,No,Smik_6.409,,,17738.25,,,17738.25,20063.75,NA
YKR080W,MTD1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,41467.25,,,41467.25,20063.75,NA
YKR080W,MTD1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,10285.0,55959.75,,0.18379281537176273,20063.75,NA
YKR080W,MTD1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,55918.75,1.0,20063.75,NA
YKR080W,MTD1,N.dairenensis,AB,A,,NDAI0I01070,,,50370.0,,1.985308715505261e-05,20063.75,NA
YKR080W,MTD1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,20051.0,1.0,20063.75,NA
YKR080W,MTD1,T.blattae,AB,A,,TBLA0B05310,,,61220.0,,1.633453119895459e-05,20063.75,NA
YKR080W,MTD1,N.castellii,AB,A,,NCAS0D03820,,,24788.0,,4.0342101016620945e-05,20063.75,NA
YGR055W,MUP1,S.cerevisiae,A,A,YPL204W,,,5213.25,,,5213.25,5212.25,3817.75
YGR055W,MUP1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,4986.0,12096.0,,0.41220238095238093,5212.25,3817.75
YGR055W,MUP1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,1028.5,1.0,5212.25,3817.75
YGR055W,MUP1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,3627.25,3677.0,,0.9864699483274408,5212.25,3817.75
YGR055W,MUP1,V.polyspora,AB,B,Kpol_1002.53,,,3229.0,,,3229.0,5212.25,3817.75
YGR055W,MUP1,S.mikatae,A,B,Smik_6.409,,,4263.0,,,4263.0,5212.25,3817.75
YGR055W,MUP1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4672.75,4679.25,,0.9986108884970882,5212.25,3817.75
YGR055W,MUP1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,3817.75,3817.75,3817.75,1.0,5212.25,3817.75
YGR055W,MUP1,N.dairenensis,AB,A,,NDAI0I01070,,,4465.5,,0.00022393908856790953,5212.25,3817.75
YGR055W,MUP1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,2857.25,3387.5,,0.8434686346863469,5212.25,3817.75
YGR055W,MUP1,N.castellii,AB,A,,NCAS0D03820,,,4064.5,,0.00024603272235207283,5212.25,3817.75
YGR055W,MUP1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,1015.0,1.0,5212.25,3817.75
YGR055W,MUP1,S.kudriavzevii,A,No,Skud_16.75,,,2370.5,,,2370.5,5212.25,3817.75
YOR326W,MYO2,N.dairenensis,AB,A,,NDAI0I01070,,,6211.5,,0.00016099170892699025,4434.0,NA
YOR326W,MYO2,S.mikatae,A,A,Smik_6.409,,,2678.0,,,2678.0,4434.0,NA
YOR326W,MYO2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,0.0,1.0,4434.0,NA
YOR326W,MYO2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5813.5,5570.0,,1.0437163375224416,4434.0,NA
YOR326W,MYO2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,8974.25,29287.25,,0.3064217364211389,4434.0,NA
YOR326W,MYO2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,2010.5,62.5,,32.168,4434.0,NA
YOR326W,MYO2,S.cerevisiae,A,No,YPL204W,,,4435.0,,,4435.0,4434.0,NA
YOR326W,MYO2,C.glabrata,B,No,,CAGL0H03553g,,,197.5,,0.005063291139240506,4434.0,NA
YOR326W,MYO2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,3678.5,1.0,4434.0,NA
YOR326W,MYO2,S.kudriavzevii,A,No,Skud_16.75,,,3564.5,,,3564.5,4434.0,NA
YOR326W,MYO2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,2148.0,1957.0,,1.0975983648441492,4434.0,NA
YOR326W,MYO2,S.bayanusvar.uvarum,A,No,Suva_16.102,,,1877.5,,,1877.5,4434.0,NA
YOR326W,MYO2,T.blattae,AB,A,,TBLA0B05310,,,324.0,,0.0030864197530864196,4434.0,NA
YKL129C,MYO3,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,65.0,9864.75,,0.006589117818495147,2910.0,0.0
YKL129C,MYO3,S.cerevisiae,A,No,YPL204W,,,2911.0,,,2911.0,2910.0,0.0
YKL129C,MYO3,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4805.75,10349.25,,0.4643573205787859,2910.0,0.0
YKL129C,MYO3,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,4173.75,1.0,,4173.75,2910.0,0.0
YKL129C,MYO3,T.delbrueckii,Anc,No,,,TDEL0E05230,,,13217.75,1.0,2910.0,0.0
YKL129C,MYO3,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3196.5,10449.25,,0.3059071225207551,2910.0,0.0
YKL129C,MYO3,T.phaffii,AB,B,TPHA0E02830,,,8130.5,,,8130.5,2910.0,0.0
YKL129C,MYO3,S.mikatae,A,B,Smik_6.409,,,5277.0,,,5277.0,2910.0,0.0
YKL129C,MYO3,K.africana,AB,B,KAFR0K00320,,,19139.25,,,19139.25,2910.0,0.0
YKL129C,MYO3,S.kudriavzevii,A,B,Skud_16.75,,,1881.25,,,1881.25,2910.0,0.0
YKL129C,MYO3,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,374.5,3078.0,,0.12166991552956465,2910.0,0.0
YKL129C,MYO3,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4303.0,1.0,2910.0,0.0
YKL129C,MYO3,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,0.0,0.0,0.0,1.0,2910.0,0.0
YMR109W,MYO5,S.bayanusvar.uvarum,A,No,Suva_16.102,,,4652.25,,,4652.25,370.5,NA
YMR109W,MYO5,S.mikatae,A,No,Smik_6.409,,,1724.0,,,1724.0,370.5,NA
YMR109W,MYO5,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,2048.75,10929.75,,0.18744710537752465,370.5,NA
YMR109W,MYO5,T.delbrueckii,Anc,No,,,TDEL0E05230,,,13590.75,1.0,370.5,NA
YMR109W,MYO5,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,21887.75,779.5,,28.07921744708146,370.5,NA
YMR109W,MYO5,N.castellii,AB,A,,NCAS0D03820,,,4323.75,,0.0002312807169702226,370.5,NA
YMR109W,MYO5,N.dairenensis,AB,A,,NDAI0I01070,,,10886.25,,9.185899644046389e-05,370.5,NA
YMR109W,MYO5,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,8744.5,666.5,,13.120030007501876,370.5,NA
YMR109W,MYO5,S.cerevisiae,A,No,YPL204W,,,371.5,,,371.5,370.5,NA
YMR109W,MYO5,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4848.0,11507.5,,0.4212904627416902,370.5,NA
YMR109W,MYO5,V.polyspora,AB,B,Kpol_1002.53,,,2240.5,,,2240.5,370.5,NA
YMR080C,NAM7,S.cerevisiae,A,B,YPL204W,,,5289.0,,,5289.0,5288.0,3887.25
YMR080C,NAM7,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,3887.25,3887.25,3887.25,1.0,5288.0,3887.25
YMR080C,NAM7,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,1613.5,1917.5,,0.8414602346805736,5288.0,3887.25
YMR080C,NAM7,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4785.0,560.5,,8.537020517395183,5288.0,3887.25
YMR080C,NAM7,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,254.5,6413.0,,0.039685014813659755,5288.0,3887.25
YMR080C,NAM7,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,249.0,4612.5,,0.053983739837398376,5288.0,3887.25
YMR080C,NAM7,T.delbrueckii,Anc,No,,,TDEL0E05230,,,7153.5,1.0,5288.0,3887.25
YMR080C,NAM7,S.bayanusvar.uvarum,A,No,Suva_16.102,,,2159.0,,,2159.0,5288.0,3887.25
YMR080C,NAM7,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,1949.75,1.0,5288.0,3887.25
YMR080C,NAM7,T.phaffii,AB,B,TPHA0E02830,,,3713.5,,,3713.5,5288.0,3887.25
YMR080C,NAM7,S.mikatae,A,B,Smik_6.409,,,3990.75,,,3990.75,5288.0,3887.25
YMR080C,NAM7,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,3906.0,2394.75,,1.6310679611650485,5288.0,3887.25
YMR080C,NAM7,S.kudriavzevii,A,No,Skud_16.75,,,4361.75,,,4361.75,5288.0,3887.25
YMR080C,NAM7,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,4057.5,11323.0,,0.35834142894992493,5288.0,3887.25
YKR048C,NAP1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,62.5,195.75,,0.31928480204342274,2908.75,2417.0
YKR048C,NAP1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5657.0,9248.0,,0.6116998269896193,2908.75,2417.0
YKR048C,NAP1,S.mikatae,A,No,Smik_6.409,,,5701.25,,,5701.25,2908.75,2417.0
YKR048C,NAP1,S.kudriavzevii,A,No,Skud_16.75,,,3665.5,,,3665.5,2908.75,2417.0
YKR048C,NAP1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,8793.0,1949.0,,4.511544381734223,2908.75,2417.0
YKR048C,NAP1,S.cerevisiae,A,No,YPL204W,,,2909.75,,,2909.75,2908.75,2417.0
YKR048C,NAP1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4700.0,1.0,2908.75,2417.0
YKR048C,NAP1,N.dairenensis,AB,A,,NDAI0I01070,,,7934.25,,0.0001260358572013738,2908.75,2417.0
YKR048C,NAP1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,13554.0,5064.5,,2.676276039095666,2908.75,2417.0
YKR048C,NAP1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,2417.0,2417.0,2417.0,1.0,2908.75,2417.0
YKR048C,NAP1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,4787.75,3886.0,,1.2320509521358725,2908.75,2417.0
YKR048C,NAP1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4644.0,6608.0,,0.7027845036319612,2908.75,2417.0
YKR048C,NAP1,C.glabrata,B,No,,CAGL0H03553g,,,211.0,,0.004739336492890996,2908.75,2417.0
YKR048C,NAP1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,3596.0,,,3596.0,2908.75,2417.0
YKR048C,NAP1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,10628.5,1.0,2908.75,2417.0
YBR025C,OLA1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,3164.5,12634.0,,0.2504749089757796,NA,0.0
YBR025C,OLA1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,21900.25,8761.0,,2.499743180002283,NA,0.0
YBR025C,OLA1,V.polyspora,AB,B,Kpol_1002.53,,,2109.0,,,2109.0,NA,0.0
YBR025C,OLA1,N.dairenensis,AB,A,,NDAI0I01070,,,9422.0,,0.00010613457864572278,NA,0.0
YBR025C,OLA1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,14253.75,1.0,NA,0.0
YBR025C,OLA1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4230.0,1.0,NA,0.0
YBR025C,OLA1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,655.75,12123.5,,0.05408916566997979,NA,0.0
YBR025C,OLA1,S.mikatae,A,No,Smik_6.409,,,5433.5,,,5433.5,NA,0.0
