Miniarray.ORF,Construct_ID,mean,sd,N,Construct,GeneID,MSA_order,Phylo_order,Array_order,Species,Gene,Pos,Species_position,Miniarray.Gene,Protein.Removed
SLA1,pKB11.1.YBL007C,32014.75,479.771951,2,pKB11,1,1,2,36,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YBL007C,0
SLA1,pKB11.9.YBL007C,12985.5,1209.859703,2,pKB11,9,5,20,36,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YBL007C,0
SLA1,pKB11.22.YBL007C,3888.75,630.3856954,2,pKB11,22,22,23,36,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YBL007C,0
SLA1,pKB11.24.YBL007C,4566.5,NA,1,pKB11,24,24,25,36,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YBL007C,0
SLA1,pKB11.13.YBL007C,3554,546.5935419,2,pKB11,13,18,6,36,N.castellii,NCAS0A01090,A,K.africana(B),YBL007C,0
SLA1,pKB11.2.YBL007C,27635.25,312.8947507,2,pKB11,2,16,10,36,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YBL007C,0
SLA1,pKB11.16.YBL007C,3887,3349.564822,2,pKB11,16,11,15,36,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YBL007C,0
SLA1,pKB11.8.YBL007C,5775,877.5195155,2,pKB11,8,17,12,36,K.naganishii,KNAG0D01130,A,K.naganishii(B),YBL007C,0
SLA1,pKB11.10.YBL007C,4439.75,902.6218062,2,pKB11,10,7,5,36,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YBL007C,0
SLA1,pKB11.19.YBL007C,30856.5,2419.012298,2,pKB11,19,10,9,36,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YBL007C,0
SLA1,pKB11.4.YBL007C,19844.5,296.9848481,2,pKB11,4,2,3,36,S.kudriavzevii,Skud_16.75,A,K.africana(A),YBL007C,0
SLA1,pKB11.6.YBL007C,42333,338.7041482,2,pKB11,6,13,19,36,T.blattae,TBLA0B05310,B,T.phaffii(B),YBL007C,0
SLA1,pKB11.20.YBL007C,36909.75,3421.336161,2,pKB11,20,12,16,36,T.phaffii,TPHA0E02830,A,V.polyspora(B),YBL007C,0
SLA1,pKB11.18.YBL007C,2970.75,1770.948933,2,pKB11,18,20,17,36,T.phaffii,TPHA0J02370,B,N.castellii(B),YBL007C,0
SLA1,pKB11.5.YBL007C,25652,3755.444115,2,pKB11,5,15,11,36,K.africana,KAFR0C02290,B,C.glabrata(B),YBL007C,0
SLA1,pKB11.21.YBL007C,7897.25,713.1171888,2,pKB11,21,21,22,36,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YBL007C,0
SLA1,pKB11.23.YBL007C,3876.5,92.63098834,2,pKB11,23,23,24,36,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YBL007C,0
SLA1,pKB11.15.YBL007C,13239.75,3538.00878,2,pKB11,15,8,7,36,N.castellii,NCAS0D03820,B,T.blattae(B),YBL007C,0
SLA1,pKB11.14.YBL007C,12004.5,2091.621859,2,pKB11,14,14,14,36,V.polyspora,Kpol_1002.53,A,N.castellii(A),YBL007C,0
SLA1,pKB11.25.YBL007C,11491.75,84.49926035,2,pKB11,25,4,1,36,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YBL007C,0
SLA2,pKB11.12.YNL243W,83864.25,7366.284893,2,pKB11,12,6,21,37,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YNL243W,0
SLA2,pKB11.9.YNL243W,57294,604.5762979,2,pKB11,9,5,20,37,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YNL243W,0
SLA2,pKB11.10.YNL243W,30002,226.27417,2,pKB11,10,7,5,37,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YNL243W,0
SLA2,pKB11.20.YNL243W,80794.75,5716.604773,2,pKB11,20,12,16,37,T.phaffii,TPHA0E02830,A,V.polyspora(B),YNL243W,0
SLA2,pKB11.8.YNL243W,56446,7438.763338,2,pKB11,8,17,12,37,K.naganishii,KNAG0D01130,A,K.naganishii(B),YNL243W,0
SLA2,pKB11.6.YNL243W,87380.75,3921.260655,2,pKB11,6,13,19,37,T.blattae,TBLA0B05310,B,T.phaffii(B),YNL243W,0
SLA2,pKB11.3.YNL243W,4471,207.8893937,2,pKB11,3,25,18,37,T.blattae,TBLA0A02040,A,N.dairenensis(A),YNL243W,0
SLA2,pKB11.4.YNL243W,56882.75,5281.026995,2,pKB11,4,2,3,37,S.kudriavzevii,Skud_16.75,A,K.africana(A),YNL243W,0
SLA2,pKB11.26.YNL243W,4943.5,NA,1,pKB11,26,26,26,37,Vehicle,Vehicle,,Vehicle,YNL243W,0
SLA2,pKB11.7.YNL243W,48859.25,3321.634105,2,pKB11,7,3,4,37,S.mikatae,Smik_6.409,A,T.blattae(A),YNL243W,0
SLA2,pKB11.24.YNL243W,5430.5,NA,1,pKB11,24,24,25,37,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YNL243W,0
SLA2,pKB11.21.YNL243W,24005.25,6138.747521,2,pKB11,21,21,22,37,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YNL243W,0
SLA2,pKB11.25.YNL243W,43434,1373.201369,2,pKB11,25,4,1,37,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YNL243W,0
SLA2,pKB11.18.YNL243W,2606,NA,1,pKB11,18,20,17,37,T.phaffii,TPHA0J02370,B,N.castellii(B),YNL243W,0
SLA2,pKB11.1.YNL243W,74033,2478.409268,2,pKB11,1,1,2,37,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YNL243W,0
SLA2,pKB11.14.YNL243W,60809,5504.119185,2,pKB11,14,14,14,37,V.polyspora,Kpol_1002.53,A,N.castellii(A),YNL243W,0
SLA2,pKB11.11.YNL243W,77793.25,9095.86808,2,pKB11,11,9,13,37,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YNL243W,0
SLA2,pKB11.15.YNL243W,65576.25,4487.653187,2,pKB11,15,8,7,37,N.castellii,NCAS0D03820,B,T.blattae(B),YNL243W,0
SLA2,pKB11.23.YNL243W,2356,2897.723589,2,pKB11,23,23,24,37,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YNL243W,0
SLA2,pKB11.22.YNL243W,1479.5,1829.285243,2,pKB11,22,22,23,37,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YNL243W,0
SLA2,pKB11.5.YNL243W,17790.25,830.4969145,2,pKB11,5,15,11,37,K.africana,KAFR0C02290,B,C.glabrata(B),YNL243W,0
SLA2,pKB11.19.YNL243W,80451.5,5365.526256,2,pKB11,19,10,9,37,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YNL243W,0
SLA2,pKB11.16.YNL243W,2952.25,2538.159791,2,pKB11,16,11,15,37,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YNL243W,0
SLA2,pKB11.2.YNL243W,95211.75,5595.689513,2,pKB11,2,16,10,37,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YNL243W,0
SLA2,pKB11.17.YNL243W,2861.5,558.6143571,2,pKB11,17,19,8,37,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YNL243W,0
SMI1,pKB11.14.YGR229C,15295,2346.1803,2,pKB11,14,14,14,18,V.polyspora,Kpol_1002.53,A,N.castellii(A),YGR229C,0
SMI1,pKB11.25.YGR229C,5997.5,5686.552734,2,pKB11,25,4,1,18,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YGR229C,0
SMI1,pKB11.3.YGR229C,4655,441.2346315,2,pKB11,3,25,18,18,T.blattae,TBLA0A02040,A,N.dairenensis(A),YGR229C,0
SMI1,pKB11.9.YGR229C,22598,3672.712621,2,pKB11,9,5,20,18,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YGR229C,0
SMI1,pKB11.21.YGR229C,30294.25,4432.498858,2,pKB11,21,21,22,18,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YGR229C,0
SMI1,pKB11.12.YGR229C,53262,6822.873332,2,pKB11,12,6,21,18,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YGR229C,0
SMI1,pKB11.23.YGR229C,2980.5,1066.317026,2,pKB11,23,23,24,18,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YGR229C,0
SMI1,pKB11.4.YGR229C,7513.25,466.3369222,2,pKB11,4,2,3,18,S.kudriavzevii,Skud_16.75,A,K.africana(A),YGR229C,0
SMI1,pKB11.20.YGR229C,41475.5,2527.906743,2,pKB11,20,12,16,18,T.phaffii,TPHA0E02830,A,V.polyspora(B),YGR229C,0
SMI1,pKB11.26.YGR229C,6797,NA,1,pKB11,26,26,26,18,Vehicle,Vehicle,,Vehicle,YGR229C,0
SMI1,pKB11.7.YGR229C,9692.75,1255.46809,2,pKB11,7,3,4,18,S.mikatae,Smik_6.409,A,T.blattae(A),YGR229C,0
SMI1,pKB11.19.YGR229C,40496,45.254834,2,pKB11,19,10,9,18,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YGR229C,0
SMI1,pKB11.1.YGR229C,19655,3079.450032,2,pKB11,1,1,2,18,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YGR229C,0
SMI1,pKB11.15.YGR229C,16939.25,3340.725988,2,pKB11,15,8,7,18,N.castellii,NCAS0D03820,B,T.blattae(B),YGR229C,0
SMI1,pKB11.16.YGR229C,9445.75,1189.707159,2,pKB11,16,11,15,18,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YGR229C,0
SMI1,pKB11.10.YGR229C,220.75,132.5825215,2,pKB11,10,7,5,18,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YGR229C,0
SMI1,pKB11.24.YGR229C,3010.5,NA,1,pKB11,24,24,25,18,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YGR229C,0
SMI1,pKB11.5.YGR229C,30184.25,582.3024343,2,pKB11,5,15,11,18,K.africana,KAFR0C02290,B,C.glabrata(B),YGR229C,0
SMI1,pKB11.2.YGR229C,40659.75,7385.376776,2,pKB11,2,16,10,18,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YGR229C,0
SMI1,pKB11.6.YGR229C,44324.25,1659.226062,2,pKB11,6,13,19,18,T.blattae,TBLA0B05310,B,T.phaffii(B),YGR229C,0
SMI1,pKB11.18.YGR229C,4574,1335.72471,2,pKB11,18,20,17,18,T.phaffii,TPHA0J02370,B,N.castellii(B),YGR229C,0
SMI1,pKB11.13.YGR229C,4226.5,NA,1,pKB11,13,18,6,18,N.castellii,NCAS0A01090,A,K.africana(B),YGR229C,0
SMI1,pKB11.8.YGR229C,5022,581.9488809,2,pKB11,8,17,12,18,K.naganishii,KNAG0D01130,A,K.naganishii(B),YGR229C,0
SMI1,pKB11.11.YGR229C,32460,9176.831806,2,pKB11,11,9,13,18,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YGR229C,0
SMI1,pKB11.22.YGR229C,265.5,NA,1,pKB11,22,22,23,18,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YGR229C,0
SNO1,pKB11.20.YMR095C,6028.5,919.2388155,2,pKB11,20,12,16,77,T.phaffii,TPHA0E02830,A,V.polyspora(B),YMR095C,0
SNO1,pKB11.11.YMR095C,3704.5,2587.303712,2,pKB11,11,9,13,77,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YMR095C,0
SNO1,pKB11.18.YMR095C,5178.75,1654.276315,2,pKB11,18,20,17,77,T.phaffii,TPHA0J02370,B,N.castellii(B),YMR095C,0
SNO1,pKB11.14.YMR095C,2137.5,2037.881743,2,pKB11,14,14,14,77,V.polyspora,Kpol_1002.53,A,N.castellii(A),YMR095C,0
SNO1,pKB11.6.YMR095C,1108.5,1386.636398,2,pKB11,6,13,19,77,T.blattae,TBLA0B05310,B,T.phaffii(B),YMR095C,0
SNO1,pKB11.13.YMR095C,65,NA,1,pKB11,13,18,6,77,N.castellii,NCAS0A01090,A,K.africana(B),YMR095C,0
SNO1,pKB11.1.YMR095C,0,NA,1,pKB11,1,1,2,77,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YMR095C,0
SNO1,pKB11.12.YMR095C,4810,NA,1,pKB11,12,6,21,77,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YMR095C,0
SNO1,pKB11.21.YMR095C,15491,3674.126835,2,pKB11,21,21,22,77,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YMR095C,0
SNO1,pKB11.17.YMR095C,251,NA,1,pKB11,17,19,8,77,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YMR095C,0
SNO1,pKB11.5.YMR095C,2795.5,NA,1,pKB11,5,15,11,77,K.africana,KAFR0C02290,B,C.glabrata(B),YMR095C,0
SNO1,pKB11.2.YMR095C,11715.25,3286.985872,2,pKB11,2,16,10,77,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YMR095C,0
SNO1,pKB11.19.YMR095C,5848.25,1751.85705,2,pKB11,19,10,9,77,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YMR095C,0
SNO1,pKB11.8.YMR095C,3145.5,NA,1,pKB11,8,17,12,77,K.naganishii,KNAG0D01130,A,K.naganishii(B),YMR095C,0
SNO1,pKB11.7.YMR095C,2541.25,1126.774656,2,pKB11,7,3,4,77,S.mikatae,Smik_6.409,A,T.blattae(A),YMR095C,0
SNZ1,pKB11.20.YMR096W,6749.25,235.1130047,2,pKB11,20,12,16,78,T.phaffii,TPHA0E02830,A,V.polyspora(B),YMR096W,0
SNZ1,pKB11.14.YMR096W,5304.25,50.55813485,2,pKB11,14,14,14,78,V.polyspora,Kpol_1002.53,A,N.castellii(A),YMR096W,0
SNZ1,pKB11.18.YMR096W,1682,2378.707212,2,pKB11,18,20,17,78,T.phaffii,TPHA0J02370,B,N.castellii(B),YMR096W,0
SNZ1,pKB11.12.YMR096W,7108.5,36.76955262,2,pKB11,12,6,21,78,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YMR096W,0
SNZ1,pKB11.8.YMR096W,5334.25,1536.189482,2,pKB11,8,17,12,78,K.naganishii,KNAG0D01130,A,K.naganishii(B),YMR096W,0
SNZ1,pKB11.24.YMR096W,4024.25,660.791287,2,pKB11,24,24,25,78,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YMR096W,0
SNZ1,pKB11.13.YMR096W,243.5,344.3610024,2,pKB11,13,18,6,78,N.castellii,NCAS0A01090,A,K.africana(B),YMR096W,0
SNZ1,pKB11.26.YMR096W,4612.75,1498.712823,2,pKB11,26,26,26,78,Vehicle,Vehicle,,Vehicle,YMR096W,0
SNZ1,pKB11.1.YMR096W,3886,267.9934701,2,pKB11,1,1,2,78,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YMR096W,0
SNZ1,pKB11.2.YMR096W,10087.5,426.3853891,2,pKB11,2,16,10,78,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YMR096W,0
SNZ1,pKB11.3.YMR096W,4906,919.2388155,2,pKB11,3,25,18,78,T.blattae,TBLA0A02040,A,N.dairenensis(A),YMR096W,0
SNZ1,pKB11.4.YMR096W,2944,3505.128314,2,pKB11,4,2,3,78,S.kudriavzevii,Skud_16.75,A,K.africana(A),YMR096W,0
SNZ1,pKB11.25.YMR096W,7004.75,686.9542379,2,pKB11,25,4,1,78,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YMR096W,0
SNZ1,pKB11.9.YMR096W,4956.25,515.1272901,2,pKB11,9,5,20,78,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YMR096W,0
SNZ1,pKB11.22.YMR096W,3678.25,658.6699667,2,pKB11,22,22,23,78,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YMR096W,0
SNZ1,pKB11.15.YMR096W,4581,354.2604974,2,pKB11,15,8,7,78,N.castellii,NCAS0D03820,B,T.blattae(B),YMR096W,0
SNZ1,pKB11.7.YMR096W,5920.75,755.5435957,2,pKB11,7,3,4,78,S.mikatae,Smik_6.409,A,T.blattae(A),YMR096W,0
SNZ1,pKB11.11.YMR096W,6917.25,1427.295038,2,pKB11,11,9,13,78,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YMR096W,0
SNZ1,pKB11.16.YMR096W,4372,NA,1,pKB11,16,11,15,78,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YMR096W,0
SNZ1,pKB11.21.YMR096W,16338,2601.445848,2,pKB11,21,21,22,78,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YMR096W,0
SNZ1,pKB11.17.YMR096W,4989.5,NA,1,pKB11,17,19,8,78,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YMR096W,0
SNZ1,pKB11.19.YMR096W,7410.25,1785.798176,2,pKB11,19,10,9,78,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YMR096W,0
SNZ1,pKB11.10.YMR096W,4408.5,363.4528855,2,pKB11,10,7,5,78,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YMR096W,0
SNZ1,pKB11.6.YMR096W,6774.25,663.6197141,2,pKB11,6,13,19,78,T.blattae,TBLA0B05310,B,T.phaffii(B),YMR096W,0
SNZ1,pKB11.5.YMR096W,5776,1285.520128,2,pKB11,5,15,11,78,K.africana,KAFR0C02290,B,C.glabrata(B),YMR096W,0
SNZ1,pKB11.23.YMR096W,5468.25,64.70027048,2,pKB11,23,23,24,78,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YMR096W,0
SRO9,pKB11.16.YCL037C,3153,NA,1,pKB11,16,11,15,6,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YCL037C,0
SRO9,pKB11.14.YCL037C,674.5,585.4844148,2,pKB11,14,14,14,6,V.polyspora,Kpol_1002.53,A,N.castellii(A),YCL037C,0
SRO9,pKB11.20.YCL037C,5433,4150.009699,2,pKB11,20,12,16,6,T.phaffii,TPHA0E02830,A,V.polyspora(B),YCL037C,0
SRO9,pKB11.19.YCL037C,3534.25,4086.723642,2,pKB11,19,10,9,6,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YCL037C,0
SRO9,pKB11.6.YCL037C,5061.5,1856.862407,2,pKB11,6,13,19,6,T.blattae,TBLA0B05310,B,T.phaffii(B),YCL037C,0
SRO9,pKB11.7.YCL037C,4443.75,2282.894243,2,pKB11,7,3,4,6,S.mikatae,Smik_6.409,A,T.blattae(A),YCL037C,0
SRO9,pKB11.22.YCL037C,323.5,NA,1,pKB11,22,22,23,6,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YCL037C,0
SRO9,pKB11.11.YCL037C,7490.5,NA,1,pKB11,11,9,13,6,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YCL037C,0
SRO9,pKB11.2.YCL037C,6403,2988.233257,2,pKB11,2,16,10,6,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YCL037C,0
SRO9,pKB11.12.YCL037C,883.5,NA,1,pKB11,12,6,21,6,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YCL037C,0
SRO9,pKB11.21.YCL037C,16962.75,3099.602575,2,pKB11,21,21,22,6,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YCL037C,0
SRO9,pKB11.15.YCL037C,4231,NA,1,pKB11,15,8,7,6,N.castellii,NCAS0D03820,B,T.blattae(B),YCL037C,0
SRO9,pKB11.8.YCL037C,1402.5,1983.434521,2,pKB11,8,17,12,6,K.naganishii,KNAG0D01130,A,K.naganishii(B),YCL037C,0
SRO9,pKB11.26.YCL037C,704.5,NA,1,pKB11,26,26,26,6,Vehicle,Vehicle,,Vehicle,YCL037C,0
SRO9,pKB11.18.YCL037C,689.25,71.06423151,2,pKB11,18,20,17,6,T.phaffii,TPHA0J02370,B,N.castellii(B),YCL037C,0
SRO9,pKB11.3.YCL037C,1893.75,2158.44345,2,pKB11,3,25,18,6,T.blattae,TBLA0A02040,A,N.dairenensis(A),YCL037C,0
SRO9,pKB11.13.YCL037C,540,NA,1,pKB11,13,18,6,6,N.castellii,NCAS0A01090,A,K.africana(B),YCL037C,0
SRO9,pKB11.5.YCL037C,4483,NA,1,pKB11,5,15,11,6,K.africana,KAFR0C02290,B,C.glabrata(B),YCL037C,0
SRO9,pKB11.24.YCL037C,823.5,NA,1,pKB11,24,24,25,6,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YCL037C,0
SRO9,pKB11.17.YCL037C,4273,NA,1,pKB11,17,19,8,6,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YCL037C,0
SRV2,pKB11.1.YNL138W,1119.5,812.4656916,2,pKB11,1,1,2,38,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YNL138W,0
SRV2,pKB11.22.YNL138W,128,94.75230868,2,pKB11,22,22,23,38,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YNL138W,0
SRV2,pKB11.14.YNL138W,4230,470.2260095,2,pKB11,14,14,14,38,V.polyspora,Kpol_1002.53,A,N.castellii(A),YNL138W,0
SRV2,pKB11.10.YNL138W,614,NA,1,pKB11,10,7,5,38,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YNL138W,0
SRV2,pKB11.15.YNL138W,4056,666.0945879,2,pKB11,15,8,7,38,N.castellii,NCAS0D03820,B,T.blattae(B),YNL138W,0
SRV2,pKB11.11.YNL138W,5775,3095.713488,2,pKB11,11,9,13,38,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YNL138W,0
SRV2,pKB11.18.YNL138W,2168.75,2137.230246,2,pKB11,18,20,17,38,T.phaffii,TPHA0J02370,B,N.castellii(B),YNL138W,0
SRV2,pKB11.19.YNL138W,7674.75,674.9334226,2,pKB11,19,10,9,38,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YNL138W,0
SRV2,pKB11.23.YNL138W,438,NA,1,pKB11,23,23,24,38,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YNL138W,0
SRV2,pKB11.5.YNL138W,3653.75,795.1415754,2,pKB11,5,15,11,38,K.africana,KAFR0C02290,B,C.glabrata(B),YNL138W,0
SRV2,pKB11.6.YNL138W,3701,277.892965,2,pKB11,6,13,19,38,T.blattae,TBLA0B05310,B,T.phaffii(B),YNL138W,0
SRV2,pKB11.8.YNL138W,2367,1933.937047,2,pKB11,8,17,12,38,K.naganishii,KNAG0D01130,A,K.naganishii(B),YNL138W,0
SRV2,pKB11.3.YNL138W,4757.25,610.5867056,2,pKB11,3,25,18,38,T.blattae,TBLA0A02040,A,N.dairenensis(A),YNL138W,0
SRV2,pKB11.2.YNL138W,10091,971.5647174,2,pKB11,2,16,10,38,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YNL138W,0
SRV2,pKB11.26.YNL138W,3692.25,937.9771452,2,pKB11,26,26,26,38,Vehicle,Vehicle,,Vehicle,YNL138W,0
SRV2,pKB11.21.YNL138W,9177.5,315.3696244,2,pKB11,21,21,22,38,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YNL138W,0
SRV2,pKB11.13.YNL138W,313,348.6036431,2,pKB11,13,18,6,38,N.castellii,NCAS0A01090,A,K.africana(B),YNL138W,0
SRV2,pKB11.16.YNL138W,3943.75,905.4502333,2,pKB11,16,11,15,38,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YNL138W,0
SRV2,pKB11.20.YNL138W,6851,1625.63849,2,pKB11,20,12,16,38,T.phaffii,TPHA0E02830,A,V.polyspora(B),YNL138W,0
SRV2,pKB11.7.YNL138W,5957.75,485.4288053,2,pKB11,7,3,4,38,S.mikatae,Smik_6.409,A,T.blattae(A),YNL138W,0
SRV2,pKB11.17.YNL138W,946,NA,1,pKB11,17,19,8,38,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YNL138W,0
SRV2,pKB11.24.YNL138W,2307.75,2899.491356,2,pKB11,24,24,25,38,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YNL138W,0
SRV2,pKB11.9.YNL138W,3939.25,692.6110922,2,pKB11,9,5,20,38,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YNL138W,0
SRV2,pKB11.25.YNL138W,2670.75,3055.761955,2,pKB11,25,4,1,38,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YNL138W,0
SRV2,pKB11.12.YNL138W,6174.5,NA,1,pKB11,12,6,21,38,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YNL138W,0
SRV2,pKB11.4.YNL138W,3050.75,2303.40034,2,pKB11,4,2,3,38,S.kudriavzevii,Skud_16.75,A,K.africana(A),YNL138W,0
SSA1,pKB11.21.YAL005C,147374.25,9569.629623,2,pKB11,21,21,22,51,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YAL005C,0
SSA1,pKB11.19.YAL005C,121504.25,5683.370754,2,pKB11,19,10,9,51,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YAL005C,0
SSA1,pKB11.15.YAL005C,96949.5,6605.084443,2,pKB11,15,8,7,51,N.castellii,NCAS0D03820,B,T.blattae(B),YAL005C,0
SSA1,pKB11.2.YAL005C,148051.25,13829.94798,2,pKB11,2,16,10,51,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YAL005C,0
SSA1,pKB11.13.YAL005C,21932.25,3731.756038,2,pKB11,13,18,6,51,N.castellii,NCAS0A01090,A,K.africana(B),YAL005C,0
SSA1,pKB11.17.YAL005C,40923.75,4510.987711,2,pKB11,17,19,8,51,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YAL005C,0
SSA1,pKB11.5.YAL005C,111663.25,11467.50422,2,pKB11,5,15,11,51,K.africana,KAFR0C02290,B,C.glabrata(B),YAL005C,0
SSA1,pKB11.6.YAL005C,134728.75,4684.228872,2,pKB11,6,13,19,51,T.blattae,TBLA0B05310,B,T.phaffii(B),YAL005C,0
SSA1,pKB11.23.YAL005C,112715.25,15555.28853,2,pKB11,23,23,24,51,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YAL005C,0
SSA1,pKB11.14.YAL005C,114345,8519.2225,2,pKB11,14,14,14,51,V.polyspora,Kpol_1002.53,A,N.castellii(A),YAL005C,0
SSA1,pKB11.16.YAL005C,69068.25,3827.215453,2,pKB11,16,11,15,51,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YAL005C,0
SSA1,pKB11.9.YAL005C,89145.5,14049.50464,2,pKB11,9,5,20,51,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YAL005C,0
SSA1,pKB11.11.YAL005C,129340,17206.02931,2,pKB11,11,9,13,51,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YAL005C,0
SSA1,pKB11.26.YAL005C,18399.25,377.2414678,2,pKB11,26,26,26,51,Vehicle,Vehicle,,Vehicle,YAL005C,0
SSA1,pKB11.1.YAL005C,113026.75,3726.099183,2,pKB11,1,1,2,51,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YAL005C,0
SSA1,pKB11.4.YAL005C,95156.25,4497.552682,2,pKB11,4,2,3,51,S.kudriavzevii,Skud_16.75,A,K.africana(A),YAL005C,0
SSA1,pKB11.22.YAL005C,31490.25,5298.704665,2,pKB11,22,22,23,51,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YAL005C,0
SSA1,pKB11.3.YAL005C,62975.75,8459.471977,2,pKB11,3,25,18,51,T.blattae,TBLA0A02040,A,N.dairenensis(A),YAL005C,0
SSA1,pKB11.12.YAL005C,121101.5,21970.5148,2,pKB11,12,6,21,51,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YAL005C,0
